"name","pokedex_number","generation","no_in_generation","percentage_in_generation","abilities","type1","type2","weight_kg","is_legendary","Hp","attack","sp_attack","defense","sp_defense","speed","base_total","base_egg_steps","base_happiness","capture_rate","experience_growth","height_m","percentage_male","base_experience","egg_cycles","can_evolve","evolves_from","evolves_to","evolution_stages","shape","color","egg_groups"
"Darumaka",554,5,61,0.391025641025641,"['Hustle', 'Inner Focus']","fire",\N,37.5,false,70,90,15,45,45,50,315,5120,70,"120","Medium Slow",0.6,50,63,20,true,\N,"['Darmanitan']",1,"Humanoid","Red","['field']"
"Darmanitan",555,5,62,0.3974358974358974,"['Sheer Force', 'Zen Mode']","fire","fire",92.9,false,105,140,30,55,55,95,480,5120,70,"60","Medium Slow",1.3,50,168,20,false,"Darumaka","[]",1,"Quadruped","Red","['field']"
"Maractus",556,5,63,0.40384615384615385,"['Water Absorb', 'Chlorophyll', 'Storm Drain']","grass",\N,28,false,75,86,106,67,67,60,461,5120,70,"255","Medium Fast",1,50,161,20,false,\N,"[]",0,"Blob","Green","['grass']"
"Dwebble",557,5,64,0.41025641025641024,"['Sturdy', 'Shell Armor', 'Weak Armor']","bug","rock",14.5,false,50,65,35,85,35,55,325,5120,70,"190","Medium Fast",0.3,50,65,20,true,\N,"['Crustle']",1,"Armor","Red","['bug','mineral']"
"Crustle",558,5,65,0.4166666666666667,"['Sturdy', 'Shell Armor', 'Weak Armor']","bug","rock",200,false,70,105,65,125,75,45,485,5120,70,"75","Medium Fast",1.4,50,170,20,false,"Dwebble","[]",1,"Armor","Red","['bug','mineral']"
"Scraggy",559,5,66,0.4230769230769231,"['Shed Skin', 'Moxie', 'Intimidate']","dark","fighting",11.8,false,50,75,35,70,70,48,348,3840,35,"180","Medium Fast",0.6,50,70,15,true,\N,"['Scrafty']",1,"Upright","Yellow","['field','dragon']"
"Scrafty",560,5,67,0.42948717948717946,"['Shed Skin', 'Moxie', 'Intimidate']","dark","fighting",30,false,65,90,45,115,115,58,488,3840,70,"90","Medium Fast",1.1,50,171,15,false,"Scraggy","[]",1,"Upright","Red","['field','dragon']"
"Sigilyph",561,5,68,0.4358974358974359,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']","psychic","flying",14,false,72,58,103,80,80,97,490,5120,70,"45","Medium Fast",1.4,50,172,20,false,\N,"[]",0,"Wings","Black","['flying']"
"Yamask",562,5,69,0.4423076923076923,"['Mummy']","ghost",\N,1.5,false,38,30,55,85,65,30,303,6400,70,"190","Medium Fast",0.5,50,61,25,true,\N,"['Cofagrigus']",1,"Arms","Black","['mineral','amorphous']"
"Cofagrigus",563,5,70,0.44871794871794873,"['Mummy']","ghost",\N,76.5,false,58,50,95,145,105,30,483,6400,70,"90","Medium Fast",1.7,50,169,25,false,"Yamask","[]",1,"Blob","Yellow","['mineral','amorphous']"
"Tirtouga",564,5,71,0.4551282051282051,"['Solid Rock', 'Sturdy', 'Swift Swim']","water","rock",16.5,false,54,78,53,103,45,22,355,7680,70,"45","Medium Fast",0.7,88.1,71,30,true,\N,"['Carracosta']",1,"Quadruped","Blue","['water 1','water 3']"
"Carracosta",565,5,72,0.46153846153846156,"['Solid Rock', 'Sturdy', 'Swift Swim']","water","rock",81,false,74,108,83,133,65,32,495,7680,70,"45","Medium Fast",1.2,88.1,173,30,false,"Tirtouga","[]",1,"Upright","Blue","['water 1','water 3']"
"Archen",566,5,73,0.46794871794871795,"['Defeatist']","rock","flying",9.5,false,55,112,74,45,45,70,401,7680,70,"45","Medium Fast",0.5,88.1,71,30,true,\N,"['Archeops']",1,"Wings","Yellow","['flying','water 3']"
"Archeops",567,5,74,0.47435897435897434,"['Defeatist']","rock","flying",32,false,75,140,112,65,65,110,567,7680,70,"45","Medium Fast",1.4,88.1,177,30,false,"Archen","[]",1,"Wings","Yellow","['flying','water 3']"
"Trubbish",568,5,75,0.4807692307692308,"['Stench', 'Sticky Hold', 'Aftermath']","poison",\N,31,false,50,50,40,62,62,65,329,5120,70,"190","Medium Fast",0.6,50,66,20,true,\N,"['Garbodor']",1,"Humanoid","Green","['mineral']"
"Garbodor",569,5,76,0.48717948717948717,"['Stench', 'Weak Armor', 'Aftermath']","poison",\N,107.3,false,80,95,60,82,82,75,474,5120,70,"60","Medium Fast",1.9,50,166,20,false,"Trubbish","[]",1,"Humanoid","Green","['mineral']"
"Zorua",570,5,77,0.4935897435897436,"['Illusion']","dark",\N,12.5,false,40,65,80,40,40,65,330,6400,70,"75","Medium Slow",0.7,88.1,66,25,true,\N,"['Zoroark']",1,"Quadruped","Gray","['field']"
"Zoroark",571,5,78,0.5,"['Illusion']","dark",\N,81.1,false,60,105,120,60,60,105,510,5120,70,"45","Medium Slow",1.6,88.1,179,20,false,"Zorua","[]",1,"Upright","Gray","['field']"
"Minccino",572,5,79,0.5064102564102564,"['Cute Charm', 'Technician', 'Skill Link']","normal",\N,5.8,false,55,50,40,40,40,75,300,3840,70,"255","Fast",0.4,24.6,60,15,true,\N,"['Cinccino']",1,"Quadruped","Gray","['field']"
"Cinccino",573,5,80,0.5128205128205128,"['Cute Charm', 'Technician', 'Skill Link']","normal",\N,7.5,false,75,95,65,60,60,115,470,3840,70,"60","Fast",0.5,24.6,165,15,false,"Minccino","[]",1,"Quadruped","Gray","['field']"
"Gothita",574,5,81,0.5192307692307693,"['Frisk', 'Competitive', 'Shadow Tag']","psychic",\N,5.8,false,45,30,55,50,65,45,290,5120,70,"200","Medium Slow",0.4,24.6,58,20,true,\N,"['Gothorita']",2,"Humanoid","Purple","['human-like']"
"Gothorita",575,5,82,0.5256410256410257,"['Frisk', 'Competitive', 'Shadow Tag']","psychic",\N,18,false,60,45,75,70,85,55,390,5120,70,"100","Medium Slow",0.7,24.6,137,20,true,"Gothita","['Gothitelle']",2,"Humanoid","Purple","['human-like']"
"Gothitelle",576,5,83,0.532051282051282,"['Frisk', 'Competitive', 'Shadow Tag']","psychic",\N,44,false,70,55,95,95,110,65,490,5120,70,"50","Medium Slow",1.5,24.6,221,20,false,"Gothorita","[]",2,"Humanoid","Purple","['human-like']"
"Solosis",577,5,84,0.5384615384615384,"['Overcoat', 'Magic Guard', 'Regenerator']","psychic",\N,1,false,45,30,105,40,50,20,290,5120,70,"200","Medium Slow",0.3,50,58,20,true,\N,"['Duosion']",2,"Ball","Green","['amorphous']"
"Duosion",578,5,85,0.5448717948717948,"['Overcoat', 'Magic Guard', 'Regenerator']","psychic",\N,8,false,65,40,125,50,60,30,370,5120,70,"100","Medium Slow",0.6,50,130,20,true,"Solosis","['Reuniclus']",2,"Ball","Green","['amorphous']"
"Reuniclus",579,5,86,0.5512820512820513,"['Overcoat', 'Magic Guard', 'Regenerator']","psychic",\N,20.1,false,110,65,125,75,85,30,490,5120,70,"50","Medium Slow",1,50,221,20,false,"Duosion","[]",2,"Arms","Green","['amorphous']"
"Ducklett",580,5,87,0.5576923076923077,"['Keen Eye', 'Big Pecks', 'Hydration']","water","flying",5.5,false,62,44,44,50,50,55,305,5120,70,"190","Medium Fast",0.5,50,61,20,true,\N,"['Swanna']",1,"Wings","Blue","['water 1','flying']"
"Swanna",581,5,88,0.5641025641025641,"['Keen Eye', 'Big Pecks', 'Hydration']","water","flying",24.2,false,75,87,87,63,63,98,473,5120,70,"45","Medium Fast",1.3,50,166,20,false,"Ducklett","[]",1,"Wings","White","['water 1','flying']"
"Vanillite",582,5,89,0.5705128205128205,"['Ice Body', 'Snow Cloak', 'Weak Armor']","ice",\N,5.7,false,36,50,65,50,60,44,305,5120,70,"255","Slow",0.4,50,61,20,true,\N,"['Vanillish']",2,"Blob","White","['mineral']"
"Vanillish",583,5,90,0.5769230769230769,"['Ice Body', 'Snow Cloak', 'Weak Armor']","ice",\N,41,false,51,65,80,65,75,59,395,5120,70,"120","Slow",1.1,50,138,20,true,"Vanillite","['Vanilluxe']",2,"Blob","White","['mineral']"
"Vanilluxe",584,5,91,0.5833333333333334,"['Ice Body', 'Snow Warning', 'Weak Armor']","ice",\N,57.5,false,71,95,110,85,95,79,535,5120,70,"45","Slow",1.3,50,241,20,false,"Vanillish","[]",2,"Heads","White","['mineral']"
"Deerling",585,5,92,0.5897435897435898,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']","normal","grass",19.5,false,60,60,40,50,50,75,335,5120,70,"190","Medium Fast",0.6,50,67,20,true,\N,"['Sawsbuck']",1,"Quadruped","Pink","['field']"
"Sawsbuck",586,5,93,0.5961538461538461,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']","normal","grass",92.5,false,80,100,60,70,70,95,475,5120,70,"75","Medium Fast",1.9,50,166,20,false,"Deerling","[]",1,"Quadruped","Brown","['field']"
"Emolga",587,5,94,0.6025641025641025,"['Static', 'Motor Drive']","electric","flying",5,false,55,75,75,60,60,103,428,5120,70,"200","Medium Fast",0.4,50,150,20,false,\N,"[]",0,"Quadruped","White","['field']"
"Karrablast",588,5,95,0.6089743589743589,"['Swarm', 'Shed Skin', 'No Guard']","bug",\N,5.9,false,50,75,40,45,45,60,315,3840,70,"200","Medium Fast",0.5,50,63,15,true,\N,"['Escavalier']",1,"Humanoid","Blue","['bug']"
"Escavalier",589,5,96,0.6153846153846154,"['Swarm', 'Shell Armor', 'Overcoat']","bug","steel",33,false,70,135,60,105,105,20,495,3840,70,"75","Medium Fast",1,50,173,15,false,"Karrablast","[]",1,"Arms","Gray","['bug']"
"Foongus",590,5,97,0.6217948717948718,"['Effect Spore', 'Regenerator']","grass","poison",1,false,69,55,55,45,55,15,294,5120,70,"190","Medium Fast",0.2,50,59,20,true,\N,"['Amoonguss']",1,"Arms","White","['grass']"
"Amoonguss",591,5,98,0.6282051282051282,"['Effect Spore', 'Regenerator']","grass","poison",10.5,false,114,85,85,70,80,30,464,5120,70,"75","Medium Fast",0.6,50,162,20,false,"Foongus","[]",1,"Arms","White","['grass']"
"Frillish",592,5,99,0.6346153846153846,"['Water Absorb', 'Cursed Body', 'Damp']","water","ghost",33,false,55,40,65,50,85,40,335,5120,70,"190","Medium Fast",1.2,50,67,20,true,\N,"['Jellicent']",1,"Tentacles","White","['amorphous']"
"Jellicent",593,5,100,0.6410256410256411,"['Water Absorb', 'Cursed Body', 'Damp']","water","ghost",135,false,100,60,85,70,105,60,480,5120,70,"60","Medium Fast",2.2,50,168,20,false,"Frillish","[]",1,"Tentacles","White","['amorphous']"
"Alomomola",594,5,101,0.6474358974358975,"['Healer', 'Hydration', 'Regenerator']","water",\N,31.6,false,165,75,40,80,45,65,470,10240,70,"75","Fast",1.2,50,165,40,false,\N,"[]",0,"Fish","Pink","['water 1','water 2']"
"Joltik",595,5,102,0.6538461538461539,"['Compoundeyes', 'Unnerve', 'Swarm']","bug","electric",0.6,false,50,47,57,50,50,65,319,5120,70,"190","Medium Fast",0.1,50,64,20,true,\N,"['Galvantula']",1,"Armor","Yellow","['bug']"
"Galvantula",596,5,103,0.6602564102564102,"['Compoundeyes', 'Unnerve', 'Swarm']","bug","electric",14.3,false,70,77,97,60,60,108,472,5120,70,"75","Medium Fast",0.8,50,165,20,false,"Joltik","[]",1,"Armor","Yellow","['bug']"
"Ferroseed",597,5,104,0.6666666666666666,"['Iron Barbs']","grass","steel",18.8,false,44,50,24,91,86,10,305,5120,70,"255","Medium Fast",0.6,50,61,20,true,\N,"['Ferrothorn']",1,"Ball","Gray","['grass','mineral']"
"Ferrothorn",598,5,105,0.6730769230769231,"['Iron Barbs', 'Anticipation']","grass","steel",110,false,74,94,54,131,116,20,489,5120,70,"90","Medium Fast",1,50,171,20,false,"Ferroseed","[]",1,"Tentacles","Gray","['grass','mineral']"
"Klink",599,5,106,0.6794871794871795,"['Plus', 'Minus', 'Clear Body']","steel",\N,21,false,40,55,45,70,60,30,300,5120,70,"130","Medium Slow",0.3,\N,60,20,true,\N,"['Klang']",2,"Heads","Gray","['mineral']"
"Klang",600,5,107,0.6858974358974359,"['Plus', 'Minus', 'Clear Body']","steel",\N,51,false,60,80,70,95,85,50,440,5120,70,"60","Medium Slow",0.6,\N,154,20,true,"Klink","['Klinklang']",2,"Heads","Gray","['mineral']"
"Klinklang",601,5,108,0.6923076923076923,"['Plus', 'Minus', 'Clear Body']","steel",\N,81,false,60,100,70,115,85,90,520,5120,70,"30","Medium Slow",0.6,\N,234,20,false,"Klang","[]",2,"Heads","Gray","['mineral']"
"Tynamo",602,5,109,0.6987179487179487,"['Levitate']","electric",\N,0.3,false,35,55,45,40,40,60,275,5120,70,"190","Slow",0.2,50,55,20,true,\N,"['Eelektrik']",2,"Fish","White","['amorphous']"
"Eelektrik",603,5,110,0.7051282051282052,"['Levitate']","electric",\N,22,false,65,85,75,70,70,40,405,5120,70,"60","Slow",1.2,50,142,20,true,"Tynamo","['Eelektross']",2,"Fish","Blue","['amorphous']"
"Eelektross",604,5,111,0.7115384615384616,"['Levitate']","electric",\N,80.5,false,85,115,105,80,80,50,515,5120,70,"30","Slow",2.1,50,232,20,false,"Eelektrik","[]",2,"Fish","Blue","['amorphous']"
"Elgyem",605,5,112,0.717948717948718,"['Telepathy', 'Synchronize', 'Analytic']","psychic",\N,9,false,55,55,85,55,55,30,335,5120,70,"255","Medium Fast",0.5,50,67,20,true,\N,"['Beheeyem']",1,"Upright","Blue","['human-like']"
"Beheeyem",606,5,113,0.7243589743589743,"['Telepathy', 'Synchronize', 'Analytic']","psychic",\N,34.5,false,75,75,125,75,95,40,485,5120,70,"90","Medium Fast",1,50,170,20,false,"Elgyem","[]",1,"Humanoid","Brown","['human-like']"
"Litwick",607,5,114,0.7307692307692307,"['Flash Fire', 'Flame Body', 'Infiltrator']","ghost","fire",3.1,false,50,30,65,55,55,20,275,5120,70,"190","Medium Slow",0.3,50,55,20,true,\N,"['Lampent']",2,"Blob","White","['amorphous']"
"Lampent",608,5,115,0.7371794871794872,"['Flash Fire', 'Flame Body', 'Infiltrator']","ghost","fire",13,false,60,40,95,60,60,55,370,5120,70,"90","Medium Slow",0.6,50,130,20,true,"Litwick","['Chandelure']",2,"Arms","Black","['amorphous']"
"Chandelure",609,5,116,0.7435897435897436,"['Flash Fire', 'Flame Body', 'Infiltrator']","ghost","fire",34.3,false,60,55,145,90,90,80,520,5120,70,"45","Medium Slow",1,50,234,20,false,"Lampent","[]",2,"Arms","Black","['amorphous']"
"Axew",610,5,117,0.75,"['Rivalry', 'Mold Breaker', 'Unnerve']","dragon",\N,18,false,46,87,30,60,40,57,320,10240,35,"75","Slow",0.6,50,64,40,true,\N,"['Fraxure']",2,"Upright","Green","['monster','dragon']"
"Fraxure",611,5,118,0.7564102564102564,"['Rivalry', 'Mold Breaker', 'Unnerve']","dragon",\N,36,false,66,117,40,70,50,67,410,10240,35,"60","Slow",1,50,144,40,true,"Axew","['Haxorus']",2,"Upright","Green","['monster','dragon']"
"Haxorus",612,5,119,0.7628205128205128,"['Rivalry', 'Mold Breaker', 'Unnerve']","dragon",\N,105.5,false,76,147,60,90,70,97,540,10240,35,"45","Slow",1.8,50,243,40,false,"Fraxure","[]",2,"Upright","Yellow","['monster','dragon']"
"Cubchoo",613,5,120,0.7692307692307693,"['Snow Cloak', 'Slush Rush', 'Rattled']","ice",\N,8.5,false,55,70,60,40,40,40,305,5120,70,"120","Medium Fast",0.5,50,61,20,true,\N,"['Beartic']",1,"Upright","White","['field']"
"Beartic",614,5,121,0.7756410256410257,"['Snow Cloak', 'Slush Rush', 'Swift Swim']","ice",\N,260,false,95,130,70,80,80,50,505,5120,70,"60","Medium Fast",2.6,50,177,20,false,"Cubchoo","[]",1,"Quadruped","White","['field']"
"Cryogonal",615,5,122,0.782051282051282,"['Levitate']","ice",\N,148,false,80,50,95,50,135,105,515,6400,70,"25","Medium Fast",1.1,\N,180,25,false,\N,"[]",0,"Ball","Blue","['mineral']"
"Shelmet",616,5,123,0.7884615384615384,"['Hydration', 'Shell Armor', 'Overcoat']","bug",\N,7.7,false,50,40,40,85,65,25,305,3840,70,"200","Medium Fast",0.4,50,61,15,true,\N,"['Accelgor']",1,"Ball","Red","['bug']"
"Accelgor",617,5,124,0.7948717948717948,"['Hydration', 'Sticky Hold', 'Unburden']","bug",\N,25.3,false,80,70,100,40,60,145,495,3840,70,"75","Medium Fast",0.8,50,173,15,false,"Shelmet","[]",1,"Arms","Red","['bug']"
"Stunfisk",618,5,125,0.8012820512820513,"['Static', 'Limber', 'Sand Veil']","ground","electric",11,false,109,66,81,84,99,32,471,5120,70,"75","Medium Fast",0.7,50,165,20,false,\N,"[]",0,"Fish","Brown","['water 1','amorphous']"
"Mienfoo",619,5,126,0.8076923076923077,"['Inner Focus', 'Regenerator', 'Reckless']","fighting",\N,20,false,45,85,55,50,50,65,350,6400,70,"180","Medium Slow",0.9,50,70,25,true,\N,"['Mienshao']",1,"Upright","Yellow","['field','human-like']"
"Mienshao",620,5,127,0.8141025641025641,"['Inner Focus', 'Regenerator', 'Reckless']","fighting",\N,35.5,false,65,125,95,60,60,105,510,6400,70,"45","Medium Slow",1.4,50,179,25,false,"Mienfoo","[]",1,"Upright","Purple","['field','human-like']"
"Druddigon",621,5,128,0.8205128205128205,"['Rough Skin', 'Sheer Force', 'Mold Breaker']","dragon",\N,139,false,77,120,60,90,90,48,485,7680,70,"45","Medium Fast",1.6,50,170,30,false,\N,"[]",0,"Upright","Red","['dragon','monster']"
"Golett",622,5,129,0.8269230769230769,"['Iron Fist', 'Klutz', 'No Guard']","ground","ghost",92,false,59,74,35,50,50,35,303,6400,70,"190","Medium Fast",1,\N,61,25,true,\N,"['Golurk']",1,"Humanoid","Green","['mineral']"
"Golurk",623,5,130,0.8333333333333334,"['Iron Fist', 'Klutz', 'No Guard']","ground","ghost",330,false,89,124,55,80,80,55,483,6400,70,"90","Medium Fast",2.8,\N,169,25,false,"Golett","[]",1,"Humanoid","Green","['mineral']"
"Pawniard",624,5,131,0.8397435897435898,"['Defiant', 'Inner Focus', 'Pressure']","dark","steel",10.2,false,45,85,40,70,40,60,340,5120,35,"120","Medium Fast",0.5,50,68,20,true,\N,"['Bisharp']",1,"Humanoid","Red","['human-like']"
"Bisharp",625,5,132,0.8461538461538461,"['Defiant', 'Inner Focus', 'Pressure']","dark","steel",70,false,65,125,60,100,70,70,490,5120,35,"45","Medium Fast",1.6,50,172,20,false,"Pawniard","[]",1,"Humanoid","Red","['human-like']"
"Bouffalant",626,5,133,0.8525641025641025,"['Reckless', 'Sap Sipper', 'Soundproof']","normal",\N,94.6,false,95,110,40,95,95,55,490,5120,70,"45","Medium Fast",1.6,50,172,20,false,\N,"[]",0,"Quadruped","Brown","['field']"
"Rufflet",627,5,134,0.8589743589743589,"['Keen Eye', 'Sheer Force', 'Hustle']","normal","flying",10.5,false,70,83,37,50,50,60,350,5120,70,"190","Slow",0.5,100,70,20,true,\N,"['Braviary']",1,"Wings","White","['flying']"
"Braviary",628,5,135,0.8653846153846154,"['Keen Eye', 'Sheer Force', 'Defiant']","normal","flying",41,false,100,123,57,75,75,80,510,5120,70,"60","Slow",1.5,100,179,20,false,"Rufflet","[]",1,"Wings","Red","['flying']"
"Vullaby",629,5,136,0.8717948717948718,"['Big Pecks', 'Overcoat', 'Weak Armor']","dark","flying",9,false,70,55,45,75,65,60,370,5120,35,"190","Slow",0.5,0,74,20,true,\N,"['Mandibuzz']",1,"Wings","Brown","['flying']"
"Mandibuzz",630,5,137,0.8782051282051282,"['Big Pecks', 'Overcoat', 'Weak Armor']","dark","flying",39.5,false,110,65,55,105,95,80,510,5120,35,"60","Slow",1.2,0,179,20,false,"Vullaby","[]",1,"Wings","Brown","['flying']"
"Heatmor",631,5,138,0.8846153846153846,"['Gluttony', 'Flash Fire', 'White Smoke']","fire",\N,58,false,85,97,105,66,66,65,484,5120,70,"90","Medium Fast",1.4,50,169,20,false,\N,"[]",0,"Upright","Red","['field']"
"Durant",632,5,139,0.8910256410256411,"['Swarm', 'Hustle', 'Truant']","bug","steel",33,false,58,109,48,112,48,109,484,5120,70,"90","Medium Fast",0.3,50,169,20,false,\N,"[]",0,"Armor","Gray","['bug']"
"Deino",633,5,140,0.8974358974358975,"['Hustle']","dark","dragon",17.3,false,52,65,45,50,50,38,300,10240,35,"45","Slow",0.8,50,60,40,true,\N,"['Zweilous']",2,"Quadruped","Blue","['dragon']"
"Zweilous",634,5,141,0.9038461538461539,"['Hustle']","dark","dragon",50,false,72,85,65,70,70,58,420,10240,35,"45","Slow",1.4,50,147,40,true,"Deino","['Hydreigon']",2,"Quadruped","Blue","['dragon']"
"Hydreigon",635,5,142,0.9102564102564102,"['Levitate']","dark","dragon",160,false,92,105,125,90,90,98,600,10240,35,"45","Slow",1.8,50,270,40,false,"Zweilous","[]",2,"Upright","Blue","['dragon']"
"Larvesta",636,5,143,0.9166666666666666,"['Flame Body', 'Swarm']","bug","fire",28.8,false,55,85,50,55,55,60,360,10240,70,"45","Slow",1.1,50,72,40,true,\N,"['Volcarona']",1,"Armor","White","['bug']"
"Volcarona",637,5,144,0.9230769230769231,"['Flame Body', 'Swarm']","bug","fire",46,false,85,60,135,65,105,100,550,10240,70,"15","Slow",1.6,50,248,40,false,"Larvesta","[]",1,"Bug-Wings","White","['bug']"
"Cobalion",638,5,145,0.9294871794871795,"['Justified']","steel","fighting",250,true,91,90,90,129,72,108,580,20480,35,"3","Slow",2.1,\N,261,80,false,\N,"[]",0,"Quadruped","Blue","['undiscovered']"
"Terrakion",639,5,146,0.9358974358974359,"['Justified']","rock","fighting",260,true,91,129,72,90,90,108,580,20480,35,"3","Slow",1.9,\N,261,80,false,\N,"[]",0,"Quadruped","Gray","['undiscovered']"
"Virizion",640,5,147,0.9423076923076923,"['Justified']","grass","fighting",200,true,91,90,90,72,129,108,580,20480,35,"3","Slow",2,\N,261,80,false,\N,"[]",0,"Quadruped","Green","['undiscovered']"
"Tornadus",641,5,148,0.9487179487179487,"['Prankster', 'Defiant', 'Regenerator']","flying",\N,63,true,79,115,125,70,80,111,580,30720,90,"3","Slow",1.5,100,261,120,false,\N,"[]",0,"Arms","Green","['undiscovered']"
"Thundurus",642,5,149,0.9551282051282052,"['Prankster', 'Defiant', 'Volt Absorb']","electric","flying",61,true,79,115,125,70,80,111,580,30720,90,"3","Slow",1.5,100,261,120,false,\N,"[]",0,"Arms","Blue","['undiscovered']"
"Reshiram",643,5,150,0.9615384615384616,"['Turboblaze']","dragon","fire",330,true,100,120,150,100,120,90,680,30720,0,"3","Slow",3.2,\N,306,120,false,\N,"[]",0,"Wings","White","['undiscovered']"
"Zekrom",644,5,151,0.967948717948718,"['Teravolt']","dragon","electric",345,true,100,150,120,120,100,90,680,30720,0,"3","Slow",2.9,\N,306,120,false,\N,"[]",0,"Upright","Black","['undiscovered']"
"Landorus",645,5,152,0.9743589743589743,"['Sand Force', 'Sheer Force', 'Intimidate']","ground","flying",68,true,89,125,115,90,80,101,600,30720,90,"3","Slow",1.5,100,270,120,false,\N,"[]",0,"Arms","Brown","['undiscovered']"
"Kyurem",646,5,153,0.9807692307692307,"['Pressure', 'Teravolt', 'Turboblaze']","dragon","ice",325,true,125,130,130,90,90,95,660,30720,0,"3","Slow",3,\N,297,120,false,\N,"[]",0,"Upright","Gray","['undiscovered']"
"Keldeo",647,5,154,0.9871794871794872,"['Justified']","water","fighting",48.5,true,91,72,129,90,90,108,580,20480,35,"3","Slow",1.4,\N,261,80,false,\N,"[]",0,"Quadruped","Yellow","['undiscovered']"
"Meloetta",648,5,155,0.9935897435897436,"['Serene Grace']","normal","psychic",6.5,true,100,77,128,77,128,90,600,30720,100,"3","Slow",0.6,\N,270,120,false,\N,"[]",0,"Humanoid","White","['undiscovered']"
"Genesect",649,5,156,1,"['Download']","bug","steel",82.5,true,71,120,120,95,95,99,600,30720,0,"3","Slow",1.5,\N,270,120,false,\N,"[]",0,"Humanoid","Purple","['undiscovered']"
"Chespin",650,6,1,0.013888888888888888,"['Overgrow', 'Bulletproof']","grass",\N,9,false,56,61,48,65,45,38,313,5120,70,"45","Medium Slow",0.4,88.1,63,20,true,\N,"['Quilladin']",2,"Upright","Green","['field']"
"Quilladin",651,6,2,0.027777777777777776,"['Overgrow', 'Bulletproof']","grass",\N,29,false,61,78,56,95,58,57,405,5120,70,"45","Medium Slow",0.7,88.1,142,20,true,"Chespin","['Chesnaught']",2,"Upright","Green","['field']"
"Chesnaught",652,6,3,0.041666666666666664,"['Overgrow', 'Bulletproof']","grass","fighting",90,false,88,107,74,122,75,64,530,5120,70,"45","Medium Slow",1.6,88.1,239,20,false,"Quilladin","[]",2,"Upright","Green","['field']"
"Fennekin",653,6,4,0.05555555555555555,"['Blaze', 'Magician']","fire",\N,9.4,false,40,45,62,40,60,60,307,5120,70,"45","Medium Slow",0.4,88.1,61,20,true,\N,"['Braixen']",2,"Quadruped","Red","['field']"
"Braixen",654,6,5,0.06944444444444445,"['Blaze', 'Magician']","fire",\N,14.5,false,59,59,90,58,70,73,409,5120,70,"45","Medium Slow",1,88.1,143,20,true,"Fennekin","['Delphox']",2,"Upright","Red","['field']"
"Delphox",655,6,6,0.08333333333333333,"['Blaze', 'Magician']","fire","psychic",39,false,75,69,114,72,100,104,534,5120,70,"45","Medium Slow",1.5,88.1,240,20,false,"Braixen","[]",2,"Upright","Red","['field']"
"Froakie",656,6,7,0.09722222222222222,"['Torrent', 'Protean']","water",\N,7,false,41,56,62,40,44,71,314,5120,70,"45","Medium Slow",0.3,88.1,63,20,true,\N,"['Frogadier']",2,"Quadruped","Blue","['water 1']"
"Frogadier",657,6,8,0.1111111111111111,"['Torrent', 'Protean']","water",\N,10.9,false,54,63,83,52,56,97,405,5120,70,"45","Medium Slow",0.6,88.1,142,20,true,"Froakie","['Greninja']",2,"Humanoid","Blue","['water 1']"
"Greninja",658,6,9,0.125,"['Torrent', 'Protean', 'Battle Bond']","water","dark",40,false,72,95,103,67,71,122,530,5120,70,"45","Medium Slow",1.5,88.1,239,20,false,"Frogadier","[]",2,"Humanoid","Blue","['water 1']"
"Bunnelby",659,6,10,0.1388888888888889,"['Pickup', 'Cheek Pouch', 'Huge Power']","normal",\N,5,false,38,36,32,38,36,57,237,3840,70,"255","Medium Fast",0.4,50,47,15,true,\N,"['Diggersby']",1,"Upright","Brown","['field']"
"Diggersby",660,6,11,0.1527777777777778,"['Pickup', 'Cheek Pouch', 'Huge Power']","normal","ground",42.4,false,85,56,50,77,77,78,423,3840,70,"127","Medium Fast",1,50,148,15,false,"Bunnelby","[]",1,"Upright","Brown","['field']"
"Fletchling",661,6,12,0.16666666666666666,"['Big Pecks', 'Gale Wings']","normal","flying",1.7,false,45,50,40,43,38,62,278,3840,70,"255","Medium Slow",0.3,50,56,15,true,\N,"['Fletchinder']",2,"Wings","Red","['flying']"
"Fletchinder",662,6,13,0.18055555555555555,"['Flame Body', 'Gale Wings']","fire","flying",16,false,62,73,56,55,52,84,382,3840,70,"120","Medium Slow",0.7,50,134,15,true,"Fletchling","['Talonflame']",2,"Wings","Red","['flying']"
"Talonflame",663,6,14,0.19444444444444445,"['Flame Body', 'Gale Wings']","fire","flying",24.5,false,78,81,74,71,69,126,499,3840,70,"45","Medium Slow",1.2,50,175,15,false,"Fletchinder","[]",2,"Wings","Red","['flying']"
"Scatterbug",664,6,15,0.20833333333333334,"['Shield Dust', 'Compoundeyes', 'Friend Guard']","bug",\N,2.5,false,38,35,27,40,25,35,200,3840,70,"255","Medium Fast",0.3,50,40,15,true,\N,"['Spewpa']",2,"Armor","Black","['bug']"
"Spewpa",665,6,16,0.2222222222222222,"['Shed Skin', 'Friend Guard']","bug",\N,8.4,false,45,22,27,60,30,29,213,3840,70,"120","Medium Fast",0.3,50,75,15,true,"Scatterbug","['Vivillon']",2,"Blob","Black","['bug']"
